Company,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,IPS/Touchscreen,width,height,Memory_plusCapacite,Mermory_plusType,Mermory_Type
Toshiba,Ultrabook,14.0,Intel Core i7,16,512.0,Intel HD,Windows,1.24,99367.2,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Gaming,17.3,Intel Core i7,32,256.0,Nvidia GeForce,Windows,4.6,141884.63999999998,IPS,1920,1080,1024.0,HDD,SSD
MSI,Gaming,17.3,Intel Core i7,16,512.0,Nvidia GeForce,Windows,4.14,145401.12,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i7,8,256.0,AMD Radeon,Linux,2.2,39907.2528,Touchscreen,1920,1080,0.0,Any,SSD
Mediacom,Notebook,14.0,Intel,4,32.0,Intel HD,Windows,1.45,20725.92,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,500.0,Intel HD,Windows,1.9,53733.94559999999,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,13.3,Intel Core i3,4,128.0,Intel HD,Windows,1.49,38308.32,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,1.93,81912.13919999999,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Netbook,11.6,Intel,4,16.0,Intel HD,OS,1.26,15717.6,Touchscreen,1366,768,0.0,Any,Flash
MSI,Gaming,17.3,Intel Core i7,16,128.0,Nvidia GeForce,Windows,4.5,125154.72,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3.78,79813.44,IPS,1920,1080,1024.0,HDD,SSD
Lenovo,Ultrabook,14.0,Intel Core i7,12,256.0,Intel HD,Windows,1.4,89137.44,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i7,12,1024.0,Intel HD,Windows,2.2,32447.52,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i5,8,128.0,Nvidia GeForce,Windows,2.73,94305.6,IPS,1920,1080,1024.0,HDD,SSD
Asus,2 in 1 Convertible,15.6,Intel Core i5,8,1024.0,Intel HD,Windows,2.2,39373.92,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,15.6,AMD,12,512.0,AMD Radeon,Windows,2.2,50562.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,2 in 1 Convertible,11.6,Intel,4,128.0,Intel HD,Windows,1.39,32127.84,Touchscreen,1366,768,0.0,Any,SSD
Samsung,Notebook,15.6,Intel Core i7,16,128.0,Nvidia GeForce,Windows,2.5,90522.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,17.3,Intel Core i3,4,500.0,Intel HD,No OS,2.8,28185.12,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i3,8,1024.0,Intel HD,Windows,2.29,24455.52,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,512.0,Intel HD,Windows,1.37,107892.0,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.7,78534.72,IPS,1920,1080,0.0,Any,SSD
Dell,2 in 1 Convertible,12.5,Intel Core i5,8,256.0,Intel HD,Windows,1.34,88977.59999999999,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Workstation,15.6,Intel Core i7,8,256.0,Nvidia Quadro,Windows,2.06,93932.64,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i7,8,256.0,Intel HD,Windows,1.84,64948.32,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,Windows,2.1,35616.6144,Touchscreen,1366,768,0.0,Any,HDD
Acer,Notebook,14.0,Intel,4,32.0,Intel HD,Windows,1.6,17529.12,Touchscreen,1920,1080,0.0,Any,Flash
MSI,Gaming,17.3,Intel Core i7,16,128.0,Nvidia GeForce,Windows,4.14,117162.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i3,4,1024.0,AMD Radeon,Linux,2.18,24775.2,Touchscreen,1366,768,0.0,Any,HDD
MSI,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,1.8,122490.72,Touchscreen,3840,2160,2048.0,HDD,SSD
Toshiba,Notebook,15.6,Intel Core i7,8,256.0,Intel HD,Windows,2.2,74538.72,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,6,1024.0,Intel HD,Windows,2.4,30049.92,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,2 in 1 Convertible,15.6,Intel Core i7,8,256.0,Intel HD,Windows,2,69210.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,14.0,Intel,4,128.0,Intel HD,Windows,1.6,18594.72,Touchscreen,1366,768,0.0,Any,Flash
Lenovo,Notebook,15.6,Intel,32,1024.0,Nvidia Quadro,Windows,2.5,261018.72,IPS,3840,2160,0.0,Any,SSD
Dell,Gaming,15.6,Intel Core i7,16,1024.0,Nvidia GeForce,Windows,2.59,46833.6528,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,Linux,2.18,23650.992,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,Linux,2.25,19127.52,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Linux,1.93,46300.32,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i7,8,128.0,Nvidia GeForce,Windows,3,62231.04,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i5,4,128.0,AMD Radeon,Linux,2.18,30316.32,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,15.6,Intel Core i7,8,512.0,Intel HD,Windows,1.84,74005.92,Touchscreen,1920,1080,0.0,Any,SSD
MSI,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.94,120831.5808,Touchscreen,1920,1080,1024.0,HDD,SSD
Acer,2 in 1 Convertible,11.6,Intel,4,32.0,Intel HD,OS,1.25,20193.12,IPS/Touchscreen,1366,768,0.0,Any,Flash
HP,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,2.31,59886.72,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.65,78055.2,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,4,1024.0,AMD Radeon,Windows,2.2,41345.28,Touchscreen,1920,1080,0.0,Any,HDD
Fujitsu,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.2,42570.72,Touchscreen,1366,768,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,1.88,49656.96,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,2.2,47898.72,Touchscreen,1920,1080,0.0,Any,HDD
Mediacom,Notebook,14.0,Intel,2,32.0,Intel HD,Windows,1.4,12733.92,Touchscreen,1920,1080,0.0,Any,Flash
Lenovo,Notebook,15.6,Intel Core i5,4,128.0,Intel HD,No OS,2.2,24935.04,Touchscreen,1920,1080,0.0,Any,SSD
Asus,2 in 1 Convertible,13.3,Intel Core i5,6,1024.0,Intel HD,Windows,1.5,34046.4528,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2,96969.6,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Ultrabook,14.0,Intel Core i7,16,512.0,Intel HD,Windows,1.1,101232.0,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.62,78801.12,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel Core i5,4,256.0,Intel UHD,Windows,1.8,44169.12,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i3,4,1024.0,Nvidia GeForce,Windows,2.2,30849.12,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Notebook,15.6,Intel,8,1024.0,Intel HD,Windows,2,21258.72,Touchscreen,1366,768,0.0,Any,HDD
Asus,Notebook,15.6,Intel Core i5,8,1024.0,Nvidia GeForce,Windows,1.99,48304.7136,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Ultrabook,13.3,Intel Core i5,8,256.0,Intel UHD,Windows,1.23,99580.32,Touchscreen,3200,1800,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel,2,32.0,Intel HD,Windows,1.42,13266.72,Touchscreen,1366,768,0.0,Any,Flash
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.37,93635.3376,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,16,1024.0,Nvidia GeForce,Windows,2.06,127818.72,Touchscreen,3840,2160,0.0,Any,SSD
Lenovo,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.5,59087.52,IPS,1920,1080,1024.0,HDD,SSD
HP,Notebook,17.0,AMD,8,1024.0,AMD Radeon,Windows,2.6,27753.552,Touchscreen,1600,900,0.0,Any,HDD
Lenovo,Ultrabook,14.0,Intel Core i7,16,512.0,Intel HD,Windows,1.14,130536.0,IPS,1920,1080,0.0,Any,SSD
Asus,Gaming,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,No OS,2.5,62284.32,IPS,1920,1080,0.0,Any,HDD
Acer,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,Windows,2.4,23976.0,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,14.0,Intel,4,32.0,Intel HD,Windows,1.43,14598.72,Touchscreen,1366,768,0.0,Any,Flash
Acer,Ultrabook,14.0,Intel Core i5,8,256.0,Intel Graphics,Windows,1.8,48964.32,IPS,1920,1080,0.0,Any,SSD
Razer,Gaming,14.0,Intel Core i7,16,256.0,Nvidia GeForce,Windows,1.95,138474.72,Touchscreen,1920,1080,0.0,Any,SSD
Toshiba,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.2,64628.64,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,12.5,Intel Core i7,8,256.0,Intel HD,Windows,1.36,84395.52,IPS,1920,1080,0.0,Any,SSD
Asus,Gaming,17.3,Intel Core i7,32,512.0,Nvidia GeForce,Windows,3.8,149130.72,IPS,1920,1080,0.0,Any,SSD
Acer,Gaming,15.6,Intel Core i5,8,1024.0,Nvidia GeForce,Linux,2.4,37775.52,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Ultrabook,13.3,Intel Core i5,8,256.0,Intel UHD,Windows,1.2,77250.672,Touchscreen,1920,1080,0.0,Any,SSD
MSI,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.2,63499.10399999999,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,No OS,1.86,19441.872,Touchscreen,1366,768,0.0,Any,HDD
Toshiba,Notebook,15.6,Intel Core i5,8,500.0,Intel HD,Windows,2.0,56689.92,IPS,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i7,8,256.0,AMD Radeon,Windows,2.2,48964.32,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,16,256.0,AMD Radeon,Windows,2.2,60472.8,Touchscreen,1920,1080,2048.0,HDD,SSD
Lenovo,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,3.31,63722.88,IPS,1920,1080,1024.0,HDD,SSD
Dell,Gaming,17.3,Intel Core i7,32,512.0,Nvidia GeForce,Windows,4.42,167691.8736,IPS,3840,2160,1024.0,HDD,SSD
Dell,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.56,65481.12,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel,4,500.0,Intel HD,Windows,2.2,22324.32,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.2,28504.8,Touchscreen,1920,1080,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i3,6,1024.0,AMD Radeon,Windows,2.04,28717.92,Touchscreen,1920,1080,0.0,Any,HDD
MSI,Gaming,17.3,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.7,79215.1056,Touchscreen,1920,1080,1024.0,HDD,SSD
Toshiba,Notebook,15.6,Intel Core i3,4,128.0,Intel HD,Windows,2.1,26533.44,Touchscreen,1366,768,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,1024.0,Intel HD,Windows,2.06,50882.4,Touchscreen,1920,1080,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i7,8,1024.0,AMD Radeon,Windows,2.1,39693.6,Touchscreen,1920,1080,0.0,Any,HDD
Toshiba,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.0,67026.23999999999,IPS,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i3,4,128.0,Intel HD,Linux,2.1,21951.36,Touchscreen,1366,768,0.0,Any,SSD
Microsoft,Ultrabook,13.5,Intel Core i7,8,256.0,Intel Iris,Windows,1.252,99519.048,Touchscreen,2256,1504,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,8,128.0,AMD Radeon,Windows,1.90,43580.376,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.3,55091.52,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,AMD,4,128.0,AMD Radeon,Windows,2.2,18594.72,Touchscreen,1366,768,0.0,Any,SSD
HP,2 in 1 Convertible,14.0,Intel Core i3,4,128.0,Nvidia GeForce,Windows,1.63,37242.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
MSI,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.4,68944.31999999999,Touchscreen,1920,1080,1024.0,HDD,SSD
Asus,Ultrabook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.1,60472.8,Touchscreen,1920,1080,0.0,Any,SSD
HP,2 in 1 Convertible,11.6,Intel,8,64.0,Intel HD,OS,1.4,26373.6,Touchscreen,1366,768,0.0,Any,Flash
LG,Ultrabook,15.6,Intel Core i7,8,512.0,Intel HD,Windows,1.09,122490.72,IPS,1920,1080,0.0,Any,SSD
Acer,Gaming,15.6,Intel Core i5,16,256.0,Nvidia GeForce,Windows,2.5,69210.72,Touchscreen,1920,1080,0.0,Any,SSD
MSI,Gaming,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.2,53168.112,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel,4,128.0,Intel HD,Windows,1.86,22324.32,Touchscreen,1366,768,0.0,Any,SSD
Dell,Gaming,15.6,Intel Core i5,16,128.0,Nvidia GeForce,Windows,3.21,109277.28,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Notebook,17.3,Intel Core i3,4,256.0,AMD Radeon,Windows,2.5,37242.72,IPS,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,512.0,Intel UHD,Windows,1.19,79866.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Dell,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3.49,149916.6,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Notebook,15.6,Intel Core i5,4,500.0,AMD Radeon,Windows,1.86,32639.8608,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i3,4,1024.0,AMD Radeon,Windows,2.2,29073.297599999994,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,17.3,AMD,6,2048.0,AMD Radeon,Windows,2.65,30316.32,IPS,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel,4,500.0,Intel HD,Windows,2.1,16943.04,Touchscreen,1366,768,0.0,Any,HDD
Acer,Notebook,14.0,Intel,4,32.0,Intel HD,OS,1.45,19980.0,Touchscreen,1366,768,0.0,Any,Flash
Lenovo,Notebook,14.0,Intel Core i5,4,256.0,Intel HD,Windows,1.7,37242.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Workstation,17.3,Intel Core i7,8,500.0,Nvidia Quadro,Windows,3.14,101657.7072,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.42,137995.19999999998,Touchscreen,2560,1440,0.0,Any,SSD
Toshiba,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.5,51841.44,IPS,1920,1080,0.0,Any,SSD
Acer,Netbook,11.6,Intel,4,32.0,Intel HD,Windows,1.4,14332.32,Touchscreen,1366,768,0.0,Any,Flash
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,512.0,Intel HD,Windows,1.38,93186.72,Touchscreen,1920,1080,0.0,Any,SSD
Asus,2 in 1 Convertible,12.5,Intel,4,64.0,Intel HD,OS,1.2,35644.32,Touchscreen,1920,1080,0.0,Any,Flash
Toshiba,Ultrabook,13.3,Intel Core i7,16,512.0,Intel HD,Windows,1.36,100006.56,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i7,4,500.0,AMD Radeon,Windows,2.1,36709.92,IPS,1920,1080,0.0,Any,HDD
Dell,Gaming,15.6,Intel Core i5,8,1024.0,Nvidia GeForce,Windows,2.56,43636.32,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,AMD,4,256.0,AMD Radeon,Windows,2.2,21258.72,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,AMD,8,1024.0,AMD Radeon,Windows,2.2,22857.12,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i5,4,1024.0,Intel HD,Windows,2.1,33110.856,Touchscreen,1920,1080,1024.0,HDD,HDD
Lenovo,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,No OS,1.90,23976.0,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.18,42357.6,Touchscreen,1920,1080,0.0,Any,SSD
Acer,2 in 1 Convertible,13.3,Intel Core i5,8,256.0,Intel UHD,Windows,1.6,53226.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Workstation,15.6,Intel Core i7,16,512.0,Nvidia Quadro,Windows,2.18,98834.4,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.8,63456.48,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,17.3,AMD,6,2048.0,AMD Radeon,Windows,2.71,34898.932799999995,IPS,1920,1080,0.0,Any,HDD
Lenovo,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.5,66546.72,IPS,1920,1080,1024.0,HDD,SSD
Dell,Notebook,14.0,Intel Core i5,8,256.0,Nvidia GeForce,Linux,1.64,58021.92,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,1024.0,Intel HD,Linux,1.98,38681.28,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Notebook,14.0,Intel,4,32.0,Intel HD,Windows,1.5,15877.44,Touchscreen,1920,1080,0.0,Any,Flash
Dell,Notebook,15.6,Intel Core i5,16,512.0,Intel HD,Windows,1.93,76012.44480000001,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i5,8,256.0,Nvidia GeForce,Windows,1.87,45664.6896,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,1.9,62817.12,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,AMD,4,500.0,AMD Radeon,Windows,2.19,15877.44,Touchscreen,1366,768,0.0,Any,HDD
Mediacom,Notebook,14.0,Intel,4,32.0,Intel HD,Windows,1.4,14119.2,IPS,1920,1200,0.0,Any,HDD
HP,Notebook,17.3,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.63,63936.0,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i7,8,512.0,Intel HD,Windows,1.17,89864.1792,IPS,2560,1440,0.0,Any,SSD
HP,2 in 1 Convertible,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.58,44574.048,IPS/Touchscreen,1366,768,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.32,79866.72,IPS,1920,1080,0.0,Any,SSD
Dell,Gaming,17.3,Intel Core i7,32,1024.0,Nvidia GeForce,Windows,4.36,194972.832,Touchscreen,3840,2160,1024.0,HDD,SSD
MSI,Gaming,17.3,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.7,71847.0144,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel Core i5,4,1024.0,Intel HD,No OS,1.9,26101.872,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,128.0,AMD Radeon,Windows,2.2,38308.32,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,2 in 1 Convertible,13.3,Intel Core i3,4,1024.0,Intel HD,Windows,1.71,34578.72,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,1024.0,AMD Radeon,Linux,2.32,31409.6256,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,AMD,4,1024.0,AMD Radeon,Windows,2.1,26053.92,Touchscreen,1920,1080,0.0,Any,HDD
Acer,Gaming,17.3,Intel Core i7,16,128.0,Nvidia GeForce,Windows,4.2,103096.8,IPS,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i5,12,1024.0,Intel HD,Windows,2.25,34578.72,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,AMD,6,128.0,AMD Radeon,Windows,2.1,34632.0,Touchscreen,1920,1080,1024.0,HDD,SSD
Acer,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.4,29783.52,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.44,51148.8,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i7,4,1024.0,Intel HD,Windows,1.85,41505.12,Touchscreen,1920,1080,0.0,Any,HDD
HP,Workstation,15.6,Intel Core i7,16,256.0,Nvidia Quadro,Windows,2.6,128884.32,Touchscreen,1920,1080,0.0,Any,SSD
Dell,2 in 1 Convertible,13.3,Intel Core i5,8,1024.0,Intel UHD,Windows,1.55,35111.52,Touchscreen,1920,1080,0.0,Any,HDD
MSI,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,1.8,111593.8944,Touchscreen,1920,1080,1024.0,HDD,SSD
Acer,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,Windows,2.4,21887.424,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.0,64308.96,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i3,8,256.0,Intel HD,Windows,2,35431.2,Touchscreen,1366,768,0.0,Any,SSD
Toshiba,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.25,81784.8,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.7,53226.72,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Workstation,15.6,Intel Core i7,16,1024.0,Nvidia Quadro,Windows,2.5,175770.72,IPS,3840,2160,0.0,Any,SSD
Acer,Notebook,14.0,Intel,2,32.0,Intel HD,OS,1.68,17582.399999999998,Touchscreen,1366,768,0.0,Any,Flash
Samsung,Ultrabook,13.3,Intel Core i7,16,256.0,Intel HD,Windows,0.81,87858.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i3,8,256.0,Intel HD,Windows,1.86,28717.92,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.6,60031.1088,Touchscreen,1366,768,0.0,Any,SSD
HP,Workstation,17.3,Intel,16,256.0,Nvidia Quadro,Windows,3,233845.92,IPS,1920,1080,0.0,Any,SSD
Lenovo,Netbook,11.6,Intel,4,128.0,Intel HD,Windows,1.4,25308.0,Touchscreen,1366,768,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,1.84,101232.0,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel Core i5,4,1024.0,Nvidia GeForce,No OS,2.45,30849.12,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Ultrabook,14.0,Intel Core i5,4,180.0,Intel HD,Windows,1.7,58394.88,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel Core i7,4,256.0,Intel HD,Windows,2.37,45282.672,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.3,63882.72,IPS/Touchscreen,3200,1800,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,8,128.0,Nvidia GeForce,Windows,2.2,58554.72,IPS,1920,1080,1024.0,HDD,SSD
HP,Workstation,15.6,Intel Core i7,8,256.0,Nvidia Quadro,Windows,2.59,83170.08,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,4.42,152859.7872,IPS,3840,2160,1024.0,HDD,SSD
Acer,Notebook,15.6,Intel Core i5,4,256.0,Intel HD,Windows,2.1,31914.72,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.5,55837.44,IPS,1920,1080,1024.0,HDD,SSD
Dell,Ultrabook,12.5,Intel Core i7,16,256.0,Intel HD,Windows,1.18,99047.52,Touchscreen,1920,1080,0.0,Any,SSD
Google,Ultrabook,12.3,Intel Core i5,8,256.0,Intel HD,OS,1.1,83063.52,Touchscreen,2400,1600,0.0,Any,SSD
Asus,Ultrabook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.2,60153.12,IPS,3200,1800,0.0,Any,SSD
Dell,Notebook,13.3,Intel Core i3,4,500.0,Intel HD,Windows,1.65,45234.72,Touchscreen,1366,768,0.0,Any,HDD
Acer,Notebook,13.3,Intel Core i5,4,128.0,Intel HD,Windows,1.6,34898.4,Touchscreen,1366,768,0.0,Any,SSD
Asus,Notebook,17.3,Intel,4,1024.0,Nvidia GeForce,Windows,2.8,25059.715199999995,Touchscreen,1366,768,0.0,Any,HDD
Dell,Gaming,15.6,Intel Core i7,16,128.0,Nvidia GeForce,Windows,2.72,58554.72,IPS/Touchscreen,3840,2160,1024.0,HDD,SSD
